BMI_714_Variable_Name,Variable_Name,Variable_Description,Data_File_Name,Data_File_Description,Component
P_RHQ_RHQ570,RHQ570,"{Have you/Has SP} taken female hormone pills containing both estrogen and progestin (like Prempro, Premphase)? (Do not include birth control pills.)",P_RHQ,Reproductive Health,Questionnaire
P_RXQASA_RXQ510,RXQ510,"Doctors and other health care providers sometimes recommend that {you take/SP takes) a low-dose aspirin each day to prevent heart attacks, strokes, or cancer. {Have you/Has SP} ever been told to do this?",P_RXQASA,Preventive Aspirin Use,Questionnaire
P_RXQASA_RXQ515,RXQ515,{Are you/Is SP} now following this advice?,P_RXQASA,Preventive Aspirin Use,Questionnaire
P_RXQASA_RXQ520,RXQ520,"On {your/SP's} own, {are you/is SP} now taking a low-dose aspirin each day to prevent heart attacks, strokes, or cancer?",P_RXQASA,Preventive Aspirin Use,Questionnaire
P_SLQ_SLQ300,SLQ300,What time {do you/does SP} usually fall asleep on weekdays or workdays?,P_SLQ,Sleep Disorders,Questionnaire
P_SLQ_SLQ310,SLQ310,What time {do you/does SP} usually wake up on weekdays or workdays?,P_SLQ,Sleep Disorders,Questionnaire
P_SLQ_SLD012,SLD012,Number of hours usually sleep on weekdays or workdays.,P_SLQ,Sleep Disorders,Questionnaire
P_SLQ_SLQ320,SLQ320,What time {do you/does SP} usually fall asleep on weekends or non-workdays?,P_SLQ,Sleep Disorders,Questionnaire
P_SLQ_SLQ330,SLQ330,What time {do you/does SP} usually wake up on weekends or non-workdays?,P_SLQ,Sleep Disorders,Questionnaire
P_SLQ_SLD013,SLD013,Number of hours usually sleep on weekends or non-workdays.,P_SLQ,Sleep Disorders,Questionnaire
P_SLQ_SLQ030,SLQ030,"In the past 12 months, how often did {you/SP} snore while {you were/s/he was} sleeping?",P_SLQ,Sleep Disorders,Questionnaire
P_SLQ_SLQ040,SLQ040,"In the past 12 months, how often did {you/SP} snort, gasp, or stop breathing while {you were/s/he was} asleep?",P_SLQ,Sleep Disorders,Questionnaire
P_SLQ_SLQ050,SLQ050,{Have you/Has SP} ever told a doctor or other health professional that {you have/s/he has} trouble sleeping?,P_SLQ,Sleep Disorders,Questionnaire
P_SLQ_SLQ120,SLQ120,"In the past month, how often did {you/SP} feel excessively or overly sleepy during the day?",P_SLQ,Sleep Disorders,Questionnaire
P_SMQ_SMQ020,SMQ020,These next questions are about cigarette smoking and other tobacco use. {Have you/Has SP} smoked at least 100 cigarettes in {your/his/her} entire life?,P_SMQ,Smoking - Cigarette Use,Questionnaire
P_SMQ_SMD030,SMD030,How old {were you/was SP} when {you/s/he} first started to smoke cigarettes fairly regularly?,P_SMQ,Smoking - Cigarette Use,Questionnaire
P_SMQ_SMQ040,SMQ040,{Do you/Does SP} now smoke cigarettes?,P_SMQ,Smoking - Cigarette Use,Questionnaire
P_SMQ_SMQ050Q,SMQ050Q,How long has it been since {you/SP} quit smoking cigarettes?,P_SMQ,Smoking - Cigarette Use,Questionnaire
P_SMQ_SMQ050U,SMQ050U,UNIT OF MEASURE,P_SMQ,Smoking - Cigarette Use,Questionnaire
P_SMQ_SMD057,SMD057,"At that time, about how many cigarettes did {you/SP} usually smoke per day?",P_SMQ,Smoking - Cigarette Use,Questionnaire
P_SMQ_SMQ078,SMQ078,How soon after you wake up do you smoke? Would you say . . .,P_SMQ,Smoking - Cigarette Use,Questionnaire
P_SMQ_SMD641,SMD641,On how many of the past 30 days did {you/SP} smoke a cigarette?,P_SMQ,Smoking - Cigarette Use,Questionnaire
P_SMQ_SMD650,SMD650,"During the past 30 days, on the days that {you/SP} smoked, about how many cigarettes did {you/s/he} smoke per day?",P_SMQ,Smoking - Cigarette Use,Questionnaire
P_SMQ_SMD100FL,SMD100FL,Do you usually smoke filtered or non-filtered cigarettes?,P_SMQ,Smoking - Cigarette Use,Questionnaire
P_SMQ_SMD100MN,SMD100MN,Do you usually smoke menthol or non-menthol cigarettes?,P_SMQ,Smoking - Cigarette Use,Questionnaire
P_SMQ_SMQ670,SMQ670,"During the past 12 months, {have you/has SP} stopped smoking for longer than a day because {you were/he was/she was} trying to quit smoking?",P_SMQ,Smoking - Cigarette Use,Questionnaire
P_SMQ_SMQ621,SMQ621,The following questions are about cigarette smoking and other tobacco use. Do not include cigars or marijuana. About how many cigarettes have you smoked in your entire life?,P_SMQ,Smoking - Cigarette Use,Questionnaire
P_SMQ_SMD630,SMD630,How old were you when you smoked a whole cigarette for the first time?,P_SMQ,Smoking - Cigarette Use,Questionnaire
P_SMQ_SMAQUEX2,SMAQUEX2,Questionnaire Mode Flag,P_SMQ,Smoking - Cigarette Use,Questionnaire
P_SMQFAM_SMD460,SMD460,"Now I would like to ask you a few questions about smoking in this home. How many people who live here smoke cigarettes, cigars, little cigars, pipes, water pipes, hookah, or any other tobacco product?",P_SMQFAM,Smoking - Household Smokers,Questionnaire
P_SMQFAM_SMD470,SMD470,"Not counting decks, porches, or detached garages, how many people who live here smoke cigarettes, cigars, little cigars, pipes, water pipes, hookah, or any other tobacco product inside this home?",P_SMQFAM,Smoking - Household Smokers,Questionnaire
P_SMQRTU_SMQ681,SMQ681,"The following questions ask about use of tobacco products in the past 5 days. During the past 5 days, including today, did you smoke cigarettes, pipes, cigars, little cigars or cigarillos, water pipes, hookahs, or e-cigarettes?",P_SMQRTU,Smoking - Recent Tobacco Use,Questionnaire
P_SMQRTU_SMQ690A,SMQ690A,Which of these products did {you/he/she} use?,P_SMQRTU,Smoking - Recent Tobacco Use,Questionnaire
P_SMQRTU_SMQ710,SMQ710,"During the past 5 days, including today, on how many days did {you/he/she} smoke cigarettes?",P_SMQRTU,Smoking - Recent Tobacco Use,Questionnaire
P_SMQRTU_SMQ720,SMQ720,"During the past 5 days, including today, on the days {you/he/she} smoked, how many cigarettes did {you/he/she} smoke each day?",P_SMQRTU,Smoking - Recent Tobacco Use,Questionnaire
P_SMQRTU_SMQ725,SMQ725,When did {you/he/she} smoke {your/his/her} last cigarette? Was it...,P_SMQRTU,Smoking - Recent Tobacco Use,Questionnaire
P_SMQRTU_SMQ690B,SMQ690B,Which of these products did {you/he/she} use?,P_SMQRTU,Smoking - Recent Tobacco Use,Questionnaire
P_SMQRTU_SMQ740,SMQ740,"During the past 5 days, including today, on how many days did {you/he/she} smoke a pipe?",P_SMQRTU,Smoking - Recent Tobacco Use,Questionnaire
P_SMQRTU_SMQ690C,SMQ690C,Which of these products did {you/he/she} use?,P_SMQRTU,Smoking - Recent Tobacco Use,Questionnaire
P_SMQRTU_SMQ770,SMQ770,"During the past 5 days, including today, on how many days did {you/he/she} smoke regular cigars, cigarillos, or little filtered cigars?",P_SMQRTU,Smoking - Recent Tobacco Use,Questionnaire
P_SMQRTU_SMQ690G,SMQ690G,Which of these products did {you/he/she} use?,P_SMQRTU,Smoking - Recent Tobacco Use,Questionnaire
P_SMQRTU_SMQ845,SMQ845,"During the past 5 days, including today, on how many days did {you/he/she} smoke tobacco in a water pipe or Hookah?",P_SMQRTU,Smoking - Recent Tobacco Use,Questionnaire
P_SMQRTU_SMQ690H,SMQ690H,Which of these products did {you/he/she} use?,P_SMQRTU,Smoking - Recent Tobacco Use,Questionnaire
P_SMQRTU_SMQ849,SMQ849,"During the past 5 days, including today, on how many days did {you/he/she} smoke an e-cigarette?",P_SMQRTU,Smoking - Recent Tobacco Use,Questionnaire
P_SMQRTU_SMQ851,SMQ851,"Smokeless tobacco products are placed in the mouth or nose and include chewing tobacco, snuff, dip, snus, or dissolvable tobacco. During the past 5 days, including today, did {you/he/she} use any smokeless tobacco? (Please do not include nicotine replacement products like patches, gum, lozenge, or spray which are considered products to help {you/him/her} stop smoking.)",P_SMQRTU,Smoking - Recent Tobacco Use,Questionnaire
P_SMQRTU_SMQ690D,SMQ690D,Which of these products did {you/he/she} use?,P_SMQRTU,Smoking - Recent Tobacco Use,Questionnaire
P_SMQRTU_SMQ800,SMQ800,"During the past 5 days, including today, on how many days did {you/he/she} use chewing tobacco, such as Redman, Levi Garrett or Beechnut?",P_SMQRTU,Smoking - Recent Tobacco Use,Questionnaire
P_SMQRTU_SMQ690E,SMQ690E,Which of these products did {you/he/she} use?,P_SMQRTU,Smoking - Recent Tobacco Use,Questionnaire
P_SMQRTU_SMQ817,SMQ817,"During the past 5 days, including today, on how many days did {you/he/she} use snuff, such as Skoal, Skoal Bandits, or Copenhagen?",P_SMQRTU,Smoking - Recent Tobacco Use,Questionnaire
P_SMQRTU_SMQ690K,SMQ690K,Which of these products did {you/he/she} use?,P_SMQRTU,Smoking - Recent Tobacco Use,Questionnaire
P_SMQRTU_SMQ863,SMQ863,"During the past 5 days, including today, did {you/he/she} use any nicotine replacement therapy products such as nicotine patches, gum, lozenges, inhalers, or nasal sprays?",P_SMQRTU,Smoking - Recent Tobacco Use,Questionnaire
P_SMQRTU_SMQ690F,SMQ690F,Which of these products did {you/he/she} use?,P_SMQRTU,Smoking - Recent Tobacco Use,Questionnaire
P_SMQRTU_SMQ830,SMQ830,"During the past 5 days, including today, on how many days did {you/he/she} use any nicotine replacement therapy products such as nicotine patches, gum, lozenges, inhalers, or nasal sprays?",P_SMQRTU,Smoking - Recent Tobacco Use,Questionnaire
P_SMQRTU_SMDANY,SMDANY,Used any tobacco product last 5 days?,P_SMQRTU,Smoking - Recent Tobacco Use,Questionnaire
P_SMQRTU_SMAQUEX,SMAQUEX,Questionnaire Mode Flag.,P_SMQRTU,Smoking - Recent Tobacco Use,Questionnaire
P_SMQSHS_SMQ856,SMQ856,"I will now ask you about tobacco smoke in other places. During the last 7 days, {were you/was SP} working at a job or business outside of the home?",P_SMQSHS,Smoking - Secondhand Smoke Exposure,Questionnaire
P_SMQSHS_SMQ858,SMQ858,"While {you were/SP was} working at a job or business outside of the home, did someone else smoke cigarettes or other tobacco products indoors?",P_SMQSHS,Smoking - Secondhand Smoke Exposure,Questionnaire
P_SMQSHS_SMQ860,SMQ860,"{I will now ask you about smoking in other places.} During the last 7 days, did {you/SP} spend time in a restaurant?",P_SMQSHS,Smoking - Secondhand Smoke Exposure,Questionnaire
P_SMQSHS_SMQ862,SMQ862,"While {you were/SP was} in a restaurant, did someone else smoke cigarettes or other tobacco products indoors?",P_SMQSHS,Smoking - Secondhand Smoke Exposure,Questionnaire
P_SMQSHS_SMQ866,SMQ866,"During the last 7 days, {did you/SP} spend time in a bar?",P_SMQSHS,Smoking - Secondhand Smoke Exposure,Questionnaire
P_SMQSHS_SMQ868,SMQ868,"While {you were/SP was} in a bar, did someone else smoke cigarettes or other tobacco products indoors?",P_SMQSHS,Smoking - Secondhand Smoke Exposure,Questionnaire
P_SMQSHS_SMQ870,SMQ870,"During the last 7 days, did {you/SP} ride in a car or motor vehicle?",P_SMQSHS,Smoking - Secondhand Smoke Exposure,Questionnaire
P_SMQSHS_SMQ872,SMQ872,"While {you were/SP was} riding in a car or motor vehicle, did someone else smoke cigarettes or other tobacco products?",P_SMQSHS,Smoking - Secondhand Smoke Exposure,Questionnaire
P_SMQSHS_SMQ874,SMQ874,"During the last 7 days, did {you/SP} spend time in a home other than {your/his/her} own?",P_SMQSHS,Smoking - Secondhand Smoke Exposure,Questionnaire
P_SMQSHS_SMQ876,SMQ876,"While {you were/SP was} in a home other than {your/his/her} own, did someone else smoke cigarettes or other tobacco products indoors?",P_SMQSHS,Smoking - Secondhand Smoke Exposure,Questionnaire
P_SMQSHS_SMQ878,SMQ878,"During the last 7 days,{were you/was SP} in any other indoor area?",P_SMQSHS,Smoking - Secondhand Smoke Exposure,Questionnaire
P_SMQSHS_SMQ880,SMQ880,"While {you were/SP was} in the other indoor area, did someone else smoke cigarettes or other tobacco products?",P_SMQSHS,Smoking - Secondhand Smoke Exposure,Questionnaire
P_SMQSHS_SMQ940,SMQ940,"The next question is about e-cigarettes. During the last 7 days, {were you/was SP} in an indoor place where someone was using an e cigarette, e hookah, vape pen or other similar electronic product?",P_SMQSHS,Smoking - Secondhand Smoke Exposure,Questionnaire
P_SMQSHS_SMAQUEX,SMAQUEX,Questionnaire Mode Flag.,P_SMQSHS,Smoking - Secondhand Smoke Exposure,Questionnaire
P_VTQ_WTSVOCPR,WTSVOCPR,VOC Subsample Weight Pre-Pandemic,P_VTQ,Volatile Toxicant,Questionnaire
P_VTQ_VTQ210,VTQ210,"First, I would like to ask you a few questions about {your/SP's} home. Does {your/her/his} home have an attached garage?",P_VTQ,Volatile Toxicant,Questionnaire
P_VTQ_VTQ200A,VTQ200A,{Do you/Does she/Does he} currently store paints or fuels inside {your/her/his} home? Include {your/her/his} basement {and attached garage}.,P_VTQ,Volatile Toxicant,Questionnaire
P_VTQ_VTQ231A,VTQ231A,"{Do you/Does she/Does he} currently use moth balls, moth crystals or toilet bowl deodorizers inside {your/her/his} home?",P_VTQ,Volatile Toxicant,Questionnaire
P_VTQ_VTQ233A,VTQ233A,"In the last three days, did {you/she/he} inhale smoke from any source for 10 or more minutes?",P_VTQ,Volatile Toxicant,Questionnaire
P_VTQ_VTQ233B,VTQ233B,When did {you/she/he} last spend 10 or more minutes inhaling smoke?,P_VTQ,Volatile Toxicant,Questionnaire
P_VTQ_VTQ241A,VTQ241A,"Now I am going to ask you a few questions about {your/SP's} activities over the last 48 hours. This means today or yesterday. In the last 48 hours, did {you/she/he} cook or bake with natural gas?",P_VTQ,Volatile Toxicant,Questionnaire
P_VTQ_VTD241B,VTD241B,"Now I am going to ask you a few questions about {your/SP's} activities over the last 48 hours. This means today or yesterday. How long ago, in hours, did {you/she/he} cook or bake with natural gas?",P_VTQ,Volatile Toxicant,Questionnaire
P_VTQ_VTQ244A,VTQ244A,"In the last 48 hours, did {you/she/he} pump gas into a car or other motor vehicle {yourself/herself/ himself}?",P_VTQ,Volatile Toxicant,Questionnaire
P_VTQ_VTD244B,VTD244B,"How long ago, in hours, did {you/she/he} pump gas into a car or other motor vehicle {yourself/herself/ himself}?",P_VTQ,Volatile Toxicant,Questionnaire
P_VTQ_VTQ251A,VTQ251A,"In the last 48 hours, did {you/she/he} spend any time at a swimming pool, in a hot tub, or in a steam room?",P_VTQ,Volatile Toxicant,Questionnaire
P_VTQ_VTD251B,VTD251B,"How long ago, in hours, has it been since {you/she/he} spent time at a swimming pool, in a hot tub, or in a steam room?",P_VTQ,Volatile Toxicant,Questionnaire
P_VTQ_VTQ261A,VTQ261A,"In the last 48 hours, did {you/she/he} use dry cleaning solvents, visit a dry cleaning shop or wear clothes that had been dry-cleaned within the last week?",P_VTQ,Volatile Toxicant,Questionnaire
P_VTQ_VTD261B,VTD261B,"How long ago, in hours, has it been since {you/she/he} used dry cleaning solvents, visited a dry cleaning shop or wore clothes that had been dry-cleaned within the last week?",P_VTQ,Volatile Toxicant,Questionnaire
P_VTQ_VTQ271A,VTQ271A,"In the last 48 hours, did {you/she/he} take a hot shower or bath for five minutes or longer?",P_VTQ,Volatile Toxicant,Questionnaire
P_VTQ_VTD271B,VTD271B,"How long ago, in hours, has it been since {your/SP's} last shower or hot bath?",P_VTQ,Volatile Toxicant,Questionnaire
P_VTQ_VTQ281A,VTQ281A,"In the last 48 hours, did {you/she/he} breathe fumes from freshly painted indoor surfaces, paints, paint thinner, or varnish?",P_VTQ,Volatile Toxicant,Questionnaire
P_VTQ_VTD281B,VTD281B,"How long ago, in hours, has it been since {you/she/he} breathed fumes from freshly painted indoor surfaces, paints, paint thinner, or varnish?",P_VTQ,Volatile Toxicant,Questionnaire
P_VTQ_VTQ281C,VTQ281C,"In the last 48 hours, did {you/she/he} breathe fumes from diesel fuel or kerosene?",P_VTQ,Volatile Toxicant,Questionnaire
P_VTQ_VTD281D,VTD281D,"How long ago, in hours, has it been since {you/she/he} breathed fumes from diesel fuel or kerosene?",P_VTQ,Volatile Toxicant,Questionnaire
P_VTQ_VTQ281E,VTQ281E,"In the last 48 hours, did {you/she/he} breathe fumes from fingernail polish?",P_VTQ,Volatile Toxicant,Questionnaire
P_VTQ_VTD281F,VTD281F,"How long ago, in hours, has it been since {you/she/he} breathed fumes from fingernail polish?",P_VTQ,Volatile Toxicant,Questionnaire
P_WHQ_WHD010,WHD010,These next questions ask about {your/SP's} height and weight at different times in {your/his/her} life. How tall {are you/is SP} without shoes?,P_WHQ,Weight History,Questionnaire
P_WHQ_WHD020,WHD020,How much {do you/does SP} weigh without clothes or shoes?,P_WHQ,Weight History,Questionnaire
P_WHQ_WHQ030,WHQ030,"{Do you/Does SP} consider {your/his/her}self now to be . . . [If {you are/she is} currently pregnant, what did {you/she} consider {your/her}self to be before {you were/she was} pregnant?]",P_WHQ,Weight History,Questionnaire
P_WHQ_WHQ040,WHQ040,Would {you/SP} like to weigh . . .,P_WHQ,Weight History,Questionnaire
P_WHQ_WHD050,WHD050,How much did {you/SP} weigh a year ago?,P_WHQ,Weight History,Questionnaire
P_WHQ_WHQ060,WHQ060,Was the change between {your/SP's} current weight and {your/his/her} weight a year ago intentional?,P_WHQ,Weight History,Questionnaire
P_WHQ_WHQ070,WHQ070,"During the past 12 months, {have you/has SP} tried to lose weight?",P_WHQ,Weight History,Questionnaire
